Year,LocationName,DataSource,Category,Measure,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text
2019,02124,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,18.0,17.9,18.2,47783,POINT (-71.07137829 42.28596194),02124,RISKBEH,BINGE,CrdPrv,Binge Drinking
2019,02124,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,33.7,32.9,34.6,47783,POINT (-71.07137829 42.28596194),02124,RISKBEH,LPA,CrdPrv,Physical Inactivity
2019,02124,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.4,5.4,5.5,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2019,02124,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.8,13.5,14.2,47783,POINT (-71.07137829 42.28596194),02124,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2019,02124,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,81.4,81.2,81.6,47783,POINT (-71.07137829 42.28596194),02124,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2019,02124,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,12.0,11.7,12.2,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,DIABETES,CrdPrv,Diabetes
2019,02124,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,22.8,22.5,23.1,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2018,02124,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,65.3,64.4,66.4,47783,POINT (-71.07137829 42.28596194),02124,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2019,02124,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,12.7,12.5,12.9,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2019,02124,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,29.5,29.1,29.8,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,OBESITY,CrdPrv,Obesity
2019,02124,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.4,5.3,5.6,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2018,02124,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,20.4,18.5,22.3,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2019,02124,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,22.8,22.0,23.6,47783,POINT (-71.07137829 42.28596194),02124,HLTHSTAT,GHLTH,CrdPrv,General Health
2018,02124,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,23.4,22.3,24.6,47783,POINT (-71.07137829 42.28596194),02124,PREVENT,COREW,CrdPrv,Core preventive services for older women
2019,02124,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,17.3,16.6,18.0,47783,POINT (-71.07137829 42.28596194),02124,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2018,02124,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,84.4,83.8,84.9,47783,POINT (-71.07137829 42.28596194),02124,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2019,02124,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,3.9,3.8,4.1,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,STROKE,CrdPrv,Stroke
2019,02124,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,25.9,25.8,26.1,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2019,02124,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,16.4,16.0,16.8,47783,POINT (-71.07137829 42.28596194),02124,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2019,02124,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,31.5,31.2,31.8,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2018,02124,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,59.0,58.0,60.1,47783,POINT (-71.07137829 42.28596194),02124,PREVENT,DENTAL,CrdPrv,Dental Visit
2018,02124,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,29.9,28.4,31.4,47783,POINT (-71.07137829 42.28596194),02124,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02124,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,3.2,3.2,3.3,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2018,02124,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,43.3,42.9,43.7,47783,POINT (-71.07137829 42.28596194),02124,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02124,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,89.2,88.8,89.6,47783,POINT (-71.07137829 42.28596194),02124,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2018,02124,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,83.2,82.5,83.9,47783,POINT (-71.07137829 42.28596194),02124,PREVENT,MAMMOUSE,CrdPrv,Mammography
2019,02124,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,73.3,73.0,73.6,47783,POINT (-71.07137829 42.28596194),02124,PREVENT,BPMED,CrdPrv,Taking BP Medication
2019,02124,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,14.1,13.5,14.7,47783,POINT (-71.07137829 42.28596194),02124,PREVENT,ACCESS2,CrdPrv,Health Insurance
2019,02124,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.0,5.8,6.3,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,COPD,CrdPrv,COPD
2019,02124,BRFSS,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.3,18.0,18.6,47783,POINT (-71.07137829 42.28596194),02124,HLTHOUT,DEPRESSION,CrdPrv,Depression
2018,02122,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,81.3,80.6,82.0,23479,POINT (-71.0529894 42.2949918),02122,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2019,02122,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,16.4,16.0,16.9,23479,POINT (-71.0529894 42.2949918),02122,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2019,02122,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,27.3,27.0,27.6,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2019,02122,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,3.3,3.2,3.4,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,STROKE,CrdPrv,Stroke
2018,02122,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,59.6,58.5,60.7,23479,POINT (-71.0529894 42.2949918),02122,PREVENT,DENTAL,CrdPrv,Dental Visit
2019,02122,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,19.4,19.2,19.6,23479,POINT (-71.0529894 42.2949918),02122,RISKBEH,BINGE,CrdPrv,Binge Drinking
2019,02122,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,78.3,78.0,78.6,23479,POINT (-71.0529894 42.2949918),02122,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2019,02122,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,5.4,5.2,5.6,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2019,02122,BRFSS,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.9,18.6,19.3,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,DEPRESSION,CrdPrv,Depression
2019,02122,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,6.0,5.8,6.3,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,COPD,CrdPrv,COPD
2018,02122,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,80.7,79.8,81.6,23479,POINT (-71.0529894 42.2949918),02122,PREVENT,MAMMOUSE,CrdPrv,Mammography
2019,02122,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,21.0,20.7,21.2,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2018,02122,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,32.1,30.3,33.8,23479,POINT (-71.0529894 42.2949918),02122,PREVENT,COREM,CrdPrv,Core preventive services for older men
2018,02122,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,41.3,40.9,41.7,23479,POINT (-71.0529894 42.2949918),02122,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02122,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,5.3,5.2,5.4,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2019,02122,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,32.5,31.6,33.3,23479,POINT (-71.0529894 42.2949918),02122,RISKBEH,LPA,CrdPrv,Physical Inactivity
2019,02122,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,14.3,13.5,15.1,23479,POINT (-71.0529894 42.2949918),02122,PREVENT,ACCESS2,CrdPrv,Health Insurance
2019,02122,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,10.2,9.9,10.4,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,DIABETES,CrdPrv,Diabetes
2018,02122,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,23.9,22.5,25.4,23479,POINT (-71.0529894 42.2949918),02122,PREVENT,COREW,CrdPrv,Core preventive services for older women
2018,02122,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,18.6,16.6,20.6,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2018,02122,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,62.2,61.1,63.2,23479,POINT (-71.0529894 42.2949918),02122,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2019,02122,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,13.4,13.0,13.8,23479,POINT (-71.0529894 42.2949918),02122,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2019,02122,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,11.5,11.3,11.7,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2019,02122,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,69.7,69.4,70.0,23479,POINT (-71.0529894 42.2949918),02122,PREVENT,BPMED,CrdPrv,Taking BP Medication
2019,02122,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,2.8,2.7,2.8,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2019,02122,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,21.3,20.5,22.2,23479,POINT (-71.0529894 42.2949918),02122,HLTHSTAT,GHLTH,CrdPrv,General Health
2019,02122,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,87.3,86.8,87.8,23479,POINT (-71.0529894 42.2949918),02122,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2019,02122,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,24.9,24.6,25.3,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,OBESITY,CrdPrv,Obesity
2019,02122,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,25.7,25.5,25.9,23479,POINT (-71.0529894 42.2949918),02122,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2019,02122,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,17.8,17.0,18.6,23479,POINT (-71.0529894 42.2949918),02122,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2019,02121,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,Crude prevalence,26.1,25.8,26.4,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
2018,02121,BRFSS,Prevention,Mammography use among women aged 50-74 years,Crude prevalence,84.0,83.1,84.9,25978,POINT (-71.0857015 42.30789041),02121,PREVENT,MAMMOUSE,CrdPrv,Mammography
2019,02121,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,Crude prevalence,16.4,16.2,16.6,25978,POINT (-71.0857015 42.30789041),02121,RISKBEH,BINGE,CrdPrv,Binge Drinking
2019,02121,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,Crude prevalence,19.9,19.1,20.8,25978,POINT (-71.0857015 42.30789041),02121,RISKBEH,CSMOKING,CrdPrv,Current Smoking
2019,02121,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,Crude prevalence,4.9,4.7,5.0,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,STROKE,CrdPrv,Stroke
2019,02121,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,Crude prevalence,34.9,34.5,35.3,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
2019,02121,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,Crude prevalence,29.2,28.0,30.4,25978,POINT (-71.0857015 42.30789041),02121,HLTHSTAT,GHLTH,CrdPrv,General Health
2019,02121,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,Crude prevalence,81.6,81.3,81.8,25978,POINT (-71.0857015 42.30789041),02121,PREVENT,CHECKUP,CrdPrv,Annual Checkup
2019,02121,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,Crude prevalence,14.1,13.8,14.4,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
2019,02121,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,Crude prevalence,18.9,18.3,19.5,25978,POINT (-71.0857015 42.30789041),02121,HLTHSTAT,MHLTH,CrdPrv,Mental Health
2018,02121,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,Crude prevalence,46.3,45.8,46.8,25978,POINT (-71.0857015 42.30789041),02121,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours
2019,02121,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,Crude prevalence,24.0,23.7,24.4,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
2019,02121,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,Crude prevalence,74.7,74.3,75.0,25978,POINT (-71.0857015 42.30789041),02121,PREVENT,BPMED,CrdPrv,Taking BP Medication
2019,02121,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,Crude prevalence,14.8,14.5,15.1,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,DIABETES,CrdPrv,Diabetes
2018,02121,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",Crude prevalence,19.0,17.5,20.4,25978,POINT (-71.0857015 42.30789041),02121,PREVENT,COREW,CrdPrv,Core preventive services for older women
2019,02121,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,Crude prevalence,87.7,87.0,88.2,25978,POINT (-71.0857015 42.30789041),02121,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
2019,02121,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,Crude prevalence,4.9,4.9,5.0,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
2019,02121,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,Crude prevalence,18.5,17.5,19.6,25978,POINT (-71.0857015 42.30789041),02121,PREVENT,ACCESS2,CrdPrv,Health Insurance
2019,02121,BRFSS,Health Outcomes,Depression among adults aged >=18 years,Crude prevalence,18.8,18.4,19.2,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,DEPRESSION,CrdPrv,Depression
2018,02121,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",Crude prevalence,24.4,22.7,26.3,25978,POINT (-71.0857015 42.30789041),02121,PREVENT,COREM,CrdPrv,Core preventive services for older men
2019,02121,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,Crude prevalence,34.2,33.8,34.7,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,OBESITY,CrdPrv,Obesity
2018,02121,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,Crude prevalence,83.0,82.2,83.7,25978,POINT (-71.0857015 42.30789041),02121,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
2019,02121,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,Crude prevalence,4.0,3.9,4.0,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
2018,02121,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",Crude prevalence,60.1,58.7,61.5,25978,POINT (-71.0857015 42.30789041),02121,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
2018,02121,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,Crude prevalence,50.4,49.0,51.9,25978,POINT (-71.0857015 42.30789041),02121,PREVENT,DENTAL,CrdPrv,Dental Visit
2018,02121,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,Crude prevalence,29.2,26.1,32.4,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost
2019,02121,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,Crude prevalence,16.8,16.2,17.3,25978,POINT (-71.0857015 42.30789041),02121,HLTHSTAT,PHLTH,CrdPrv,Physical Health
2019,02121,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,Crude prevalence,6.2,6.1,6.4,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
2019,02121,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,Crude prevalence,40.4,39.4,41.6,25978,POINT (-71.0857015 42.30789041),02121,RISKBEH,LPA,CrdPrv,Physical Inactivity
2019,02121,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,Crude prevalence,7.1,6.8,7.4,25978,POINT (-71.0857015 42.30789041),02121,HLTHOUT,COPD,CrdPrv,COPD
