"AQSID","SiteName","Status","EPARegion","Latitude","Longitude","Elevation","GMTOffset","CountryCode","StateName","ValidDate","ValidTime","DataSource","ReportingArea_PipeDelimited","OZONE_AQI","PM10_AQI","PM25_AQI","NO2_AQI","OZONE_Measured","PM10_Measured","PM25_Measured","NO2_Measured","CO","CO_Unit","PM25","PM25_Unit","SO2","SO2_Unit","OZONE","OZONE_Unit","NO2","NO2_Unit","PM10","PM10_Unit"
"027106010","JPN Site 027106010","Active","","34.676315","135.470249","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","3.0","PPB","","","","","",""
"015201060","JPN Site 015201060","Active","","37.936029","139.079522","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"024201010","JPN Site 024201010","Active","","34.746881","136.487939","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"000054401","Saint-Anicet","Active","CA","45.1167","-74.2833","49.4","-5.0","CA","CC","01/21/21","00:00","Canada-Quebec1","","29.0","","","1.0","1","0","0","0","","","","","","","32.0","PPB","","","",""
"482010051","Houston Croquet C409","Active","R6","29.6239","-95.4742","0.0","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","8.0","","","","1","0","0","0","","","","","","","16.0","PPB","","","",""
"008541010","JPN Site 008541010","Active","","36.179007","139.755657","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.3","PPM","","","0.0","PPB","","","","","",""
"060292012","Bakersfield-Muni","Active","R9","35.3313","-119.0","0.0","-8.0","US","CA","01/21/21","00:00","San Joaquin Valley Unified APCD","","13.0","","","9.0","1","0","0","1","0.24","PPM","","","","","28.0","PPB","11.0","PPB","",""
"482010055","Houston Bayland Park C53/C146/C181","Active","R6","29.6958","-95.4992","18.3","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","10.0","","","","1","0","0","1","","","","","","","20.0","PPB","","","",""
"482010068","Houston Wharton C48","Inactive","R6","29.9478","-95.5431","36.6","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"017201110","JPN Site 017201110","Active","","36.556413","136.677007","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","5.0","PPB","","","","","",""
"061073000","Visalia-Airport","Inactive","R9","36.313889","-119.392778","0.0","-8.0","US","CA","01/21/21","00:00","San Joaquin Valley Unified APCD","","","","","","0","0","0","0","","","","","","","","","","","",""
"482010069","Houston Milby Park C169","Active","R6","29.7064","-95.2606","6.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"001205320","JPN Site 001205320","Active","","42.350036","141.02749","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"008201040","JPN Site 008201040","Active","","36.319838","140.499478","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"031201020","JPN Site 031201020","Active","","35.495928","134.227815","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.4","PPM","","","","","","","","","",""
"021202050","JPN Site 021202050","Active","","35.340708","136.622623","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"390890005","Heath","Inactive","R5","40.026037","-82.433","0.0","-5.0","US","OH","01/21/21","00:00","Ohio EPA-DAPC","Columbus","","","","","1","0","0","0","","","","","","","","","","","",""
"010425010","JPN Site 010425010","Active","","36.510339","138.512134","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"390890008","Ohio DES","Inactive","R5","39.954475","-82.758875","0.0","-5.0","US","OH","01/21/21","00:00","Ohio EPA-DAPC","","","","","","1","0","0","0","","","","","","","","","","","",""
"042201510","JPN Site 042201510","Active","","32.751701","129.871914","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.9","PPM","","","","","","","","","",""
"482010060","Houston Kirkpatrick C404","Active","R6","29.8069","-95.2847","12.2","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"550730012","LAKE DUBAY","Active","R5","44.7072","-89.7697","0.0","-6.0","US","WI","01/21/21","00:00","Wisconsin Dept. of Natural Resources","Marathon/Taylor Counties","","","","","1","0","0","0","","","","","","","","","","","",""
"482010062","Houston Monroe C406","Active","R6","29.6256","-95.2672","0.0","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","17.0","","","","1","0","0","0","","","","","","","21.0","PPB","","","",""
"482010061","Shore Acres C145","Active","R6","29.6147","-95.0181","3.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"240338003","PG Equestrian Center","Active","R3","38.812069","-76.744186","5.8","-5.0","US","MD","01/21/21","00:00","Maryland Department of the Environment","Northern Virginia|Metropolitan Washington","","","","","1","0","0","0","","","","","","","","","","","",""
"482010066","Houston Westhollow C410","Active","R6","29.7233","-95.6358","0.0","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","11.0","","","","1","0","1","0","","","12.5","UG/M3","","","15.0","PPB","","","",""
"340131003","East Orange","Inactive","R2","40.7575","-74.2005","47.9","-5.0","US","NJ","01/21/21","00:00","New Jersey Dept. of Environmental Protection","New Jersey(Northern)|East Orange","","","","","0","0","0","1","","","","","","","","","","","",""
"000041101","ST LEONARD","Active","CA","47.1542","-67.8347","244.0","-4.0","CA","CC","01/21/21","00:00","Environment Canada","","","","","","1","0","0","0","","","","","","","","","","","",""
"014214020","JPN Site 014214020","Active","","35.403249","139.315452","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"482010036","Jacinto Port C1036","Active","R6","29.7761","-95.105","6.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","","","","","","0","0","0","0","","","","","","","","","","","",""
"008201030","JPN Site 008201030","Active","","36.392051","140.426425","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"160650002","Rexburg PM25","Inactive","R10","43.809486","-111.800475","0.0","-7.0","US","ID","01/21/21","00:00","Idaho Department of Environmental Quality","Rexburg (seasonal)","","","","","0","0","1","0","","","","","","","","","","","",""
"401090096","Choctaw","Active","R6","35.4778","-97.3022","0.0","-6.0","US","OK","01/21/21","00:00","Oklahoma Department of Environmental Quality","Oklahoma City","27.0","","","","1","0","0","0","","","","","","","29.0","PPB","","","",""
"024202360","JPN Site 024202360","Active","","34.936029","136.595977","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"017361010","JPN Site 017361010","Active","","36.667235","136.728109","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"471410005","Cookeville","Active","R4","36.1857","-85.4921","0.0","-6.0","US","TN","01/21/21","00:00","Tennessee Air Pollution Control Div.","","","","15.0","","0","0","1","0","","","4.0","UG/M3","","","","","","","",""
"401090097","Near Road OKC","Active","R6","35.502968","-97.577674","0.0","-6.0","US","OK","01/21/21","00:00","Oklahoma Department of Environmental Quality","Oklahoma City","","17.0","27.0","10.0","0","1","1","1","0.4","PPM","5.8","UG/M3","","","","","11.0","PPB","15.0","UG/M3"
"360337003","St Regis Mohawk-NY","Active","R8","44.980598","-74.695297","59.2","-5.0","US","NY","01/21/21","00:00","Quality Review and Exchange System for Tribes (QREST)","","","","","","0","1","1","1","","","","","","","","","","","",""
"381010003","RYDER","Active","R8","47.940861","-101.571583","665.5","-6.0","US","ND","01/21/21","00:00","North Dakota Department of Health","","31.0","","3.0","0.0","1","0","1","1","","","0.8","UG/M3","0.0","PPB","33.0","PPB","0.0","PPB","",""
"037322010","JPN Site 037322010","Active","","34.488535","134.18842","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"027208010","JPN Site 027208010","Active","","34.435783","135.366102","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"024213010","JPN Site 024213010","Active","","34.681332","136.485165","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"482010046","Houston North Wayside C405","Active","R6","29.8281","-95.2842","0.0","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","11.0","","","","1","0","0","0","","","","","","","15.0","PPB","","","",""
"030201130","JPN Site 030201130","Active","","34.242747","135.287229","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"482010047","Lang C408","Active","R6","29.8342","-95.4892","0.0","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","11.0","","","","1","0","0","1","","","","","","","20.0","PPB","","","",""
"MMNC1SYL1","Sylva Mobile Monitor 1","Inactive","R4","35.36701","-83.22123","0.0","-5.0","US","MM","01/21/21","00:00","North Carolina DEQ - Division of Air Quality","","","","","","0","0","1","0","","","","","","","","","","","",""
"530410004","Chehalis-Market Blvd","Active","R10","46.664089","-122.967323","68.9","-8.0","US","WA","01/21/21","00:00","Washington Department of Ecology","Chehalis","","","43.0","","0","0","1","0","","","10.2","UG/M3","","","","","","","",""
"291130004","Foley West","Active","R7","39.045857","-90.849189","233.0","-6.0","US","MO","01/21/21","00:00","Missouri Department of Natural Resources","Saint Louis","","","","","1","0","0","0","","","","","","","","","","","",""
"001204011","JPN Site 001204011","Active","","43.772685","142.360925","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","0.6","PPM","","","","","","","","","",""
"001204010","JPN Site 001204010","Active","","43.772685","142.360925","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","6.0","PPB","","","","","",""
"840421150215","New Milford","Active","R3","41.867336","-75.686602","0.0","-5.0","US","PA","01/21/21","00:00","Pennsylvania Dept. of Environmental Protection","","","","10.0","","0","0","1","0","","","2.8","UG/M3","","","","","","","",""
"008402010","JPN Site 008402010","Active","","36.1593","140.517817","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"480551604","Lockhart C1604","Active","R6","29.864581","-97.664869","161.7","-6.0","US","TX","01/21/21","00:00","Capital Area Council of Governments","Austin","","","","","1","0","0","0","","","","","","","","","","","",""
"421174000","Tioga County","Active","R3","41.6447","-76.9392","650.6","-5.0","US","PA","01/21/21","00:00","Pennsylvania Dept. of Environmental Protection","","32.0","","5.0","","1","0","1","0","","","1.2","UG/M3","","","36.0","PPB","","","",""
"291130003","Foley","Inactive","R7","39.04505","-90.86632","218.1","-6.0","US","MO","01/21/21","00:00","Missouri Department of Natural Resources","","","","","","1","0","0","0","","","","","","","","","","","",""
"000105301","Langdale Elementary","Active","CA","49.4417","-123.4917","70.2","-8.0","CA","CC","01/21/21","00:00","British Columbia Ministry of Environment","","","","18.0","9.0","0","1","1","1","","","2.0","UG/M3","0.0","PPB","","","11.0","PPB","",""
"021202020","JPN Site 021202020","Active","","35.358206","136.611512","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","0.0","PPB","","","","","",""
"034408010","JPN Site 034408010","Active","","34.438795","132.861032","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"040221010","JPN Site 040221010","Active","","33.513852","130.500993","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","1.0","PPB","","","","","",""
"040103010","JPN Site 040103010","Active","","33.901316","130.807617","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","2.0","PPB","","","","","",""
"220730004","Monroe","Active","R6","32.509701","-92.046097","0.0","-6.0","US","LA","01/21/21","00:00","Louisiana Department of Environmental Quality","Monroe","19.0","","","","1","0","1","0","","","","","","","20.0","PPB","","","",""
"007481010","JPN Site 007481010","Active","","37.026705","140.373067","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"023202560","JPN Site 023202560","Active","","34.983534","137.161206","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","","","","","","","",""
"001102010","JPN Site 001102010","Active","","43.1494","141.367703","0.0","9.0","","N/A","01/21/21","00:00","Japan Ministry of Environment","","","","","","0","0","0","0","","","","","3.0","PPB","","","","","",""
"482010024","Houston Aldine C8","Active","R6","29.9011","-95.3261","18.3","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","16.0","","","","1","0","1","1","","","","","","","17.0","PPB","","","",""
"490494001","Lindon","Active","R8","40.3414","-111.7136","1342.6","-7.0","US","UT","01/21/21","00:00","Utah Department of Environmental Quality","Provo","12.0","","43.0","28.0","1","1","1","1","0.4","PPM","10.8","UG/M3","","","15.0","PPB","30.0","PPB","",""
"482010026","Channelview C15","Active","R6","29.8025","-95.1256","6.1","-6.0","US","TX","01/21/21","00:00","Texas Commission on Environmental Quality","Houston-Galveston-Brazoria","15.0","","","","1","0","1","1","","","","","","","24.0","PPB","","","",""
